,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
749658,1073,2.0,3.0,10036.0,RM,4.0,48729.0,538277.0,31.0,705.0,107913604.0,2011.0,-73.99658149999999,40.7622089,3
749787,1158,3.0,6.0,10023.0,RM,4.0,22375.0,253970.0,27.0,167.0,35794365.0,2006.0,-73.9854093,40.777982,3
749791,1150,3.0,6.0,10024.0,RM,4.0,3005.0,27582.0,18.0,25.0,4327645.0,1988.0,-73.9760129,40.78174620000001,3
749798,1158,3.0,6.0,10023.0,RM,4.0,50000.0,390682.0,42.0,312.0,61197300.0,2007.0,-73.98457940000002,40.7754046,2
749875,1217,3.0,6.0,10024.0,D4,3.0,10071.0,123217.0,16.0,130.0,8682300.0,1929.0,-73.9724866,40.7869001,3
749895,1233,3.0,6.0,10024.0,D4,3.0,25541.0,352821.0,19.0,234.0,29116350.0,1931.0,-73.97573990000001,40.787683,3
749981,1333,2.0,4.0,10017.0,D4,3.0,21330.0,418312.0,26.0,811.0,35551350.0,1930.0,-73.97087859999999,40.7479847,3
749982,1334,2.0,4.0,10017.0,D4,3.0,11653.0,249299.0,23.5,447.0,23860800.0,1929.0,-73.97051379999999,40.7486406,3
749999,1350,2.0,5.0,10022.0,D4,3.0,7932.0,89349.0,16.0,60.0,7729650.0,1928.0,-73.9632936,40.7587694,3
750019,1369,2.0,5.0,10022.0,D6,4.0,11147.0,140000.0,16.0,133.0,10722600.0,1929.0,-73.9622108,40.758651,3
750118,1413,2.0,4.0,10075.0,D4,3.0,21071.0,243000.0,18.0,119.0,27100800.0,1930.0,-73.9579416,40.7742452,3
750136,1427,2.0,4.0,10021.0,D4,3.0,10216.0,117882.0,20.0,125.0,11515500.0,1930.0,-73.9587426,40.769271999999994,3
750150,1426,2.0,4.0,10021.0,D6,4.0,8513.0,98150.0,17.0,75.0,8896950.0,1930.0,-73.9591436,40.7688138,3
750154,1438,2.0,5.0,10065.0,D3,3.0,11649.0,164567.0,17.0,112.0,16835400.0,1931.0,-73.9616957,40.763015,3
750165,1453,2.0,5.0,10075.0,D4,3.0,17266.0,196400.0,16.0,198.0,21567150.0,1928.0,-73.95457040000001,40.772816600000006,3
750180,1467,2.0,5.0,10021.0,D4,3.0,11544.0,159403.0,20.0,168.0,15072750.0,1961.0,-73.9554943,40.7678929,3
750183,1482,2.0,5.0,10021.0,I4,8.0,24956.0,595492.0,36.0,535.0,97404300.0,1987.0,-73.9541493,40.765682899999995,0
750250,1508,2.0,4.0,10075.0,RM,4.0,10216.0,108847.0,20.0,32.0,13884641.0,2012.0,-73.95912879999999,40.7753627,3
750293,3136,12.0,15.0,10460.0,D3,3.0,54649.0,213584.0,21.0,205.0,6791400.0,1973.0,-73.880065,40.8416805,3
750481,1656,4.0,8.0,10029.0,D4,3.0,282839.0,846700.0,20.0,1268.0,53258400.0,1959.0,-73.94306230000001,40.791772200000004,3
750779,1787,4.0,8.0,10035.0,D9,3.0,26865.0,297425.0,35.0,216.0,9699300.0,1974.0,-73.93543659999999,40.8012484,3
750897,1852,3.0,7.0,10025.0,D3,3.0,22793.0,204468.0,16.0,141.0,3616650.0,1965.0,-73.96925809999999,40.7950291,3
750926,1873,3.0,7.0,10025.0,D7,4.0,7045.0,82172.0,20.0,124.0,6316650.0,1931.0,-73.9681372,40.7976555,3
750955,1885,3.0,7.0,10025.0,D6,4.0,5092.0,89365.0,20.0,98.0,9164700.0,1932.0,-73.9626829,40.8051415,3
750971,1885,3.0,7.0,10025.0,I4,8.0,15091.0,149348.0,17.0,88.0,11674800.0,1968.0,-73.9625021,40.8053885,0
751362,1568,2.0,5.0,10128.0,D6,4.0,30616.0,315710.0,33.0,385.0,38801250.0,1974.0,-73.9463311,40.7777097,2
751812,2153,6.0,10.0,10033.0,D7,4.0,70000.0,517910.0,32.0,485.0,13145400.0,1964.0,-73.9342099,40.8473892,3
751953,5,2.0,1.0,10004.0,RB,5.0,54023.0,1051990.0,40.0,26.0,97611759.0,1970.0,-74.0106069,40.7022658,2
752120,3623,8.0,17.0,10473.0,D3,3.0,227345.0,534849.0,19.0,484.0,11833200.0,1969.0,-73.8790526,40.8200456,3
752121,3623,8.0,17.0,10473.0,D3,3.0,224433.0,534849.0,19.0,484.0,10786500.0,1969.0,-73.8770936,40.8204635,3
752140,3659,8.0,18.0,10473.0,D4,3.0,95757.0,212300.0,20.0,239.0,2988900.0,1967.0,-73.8707217,40.823437299999995,3
752164,2338,7.0,17.0,10451.0,D7,4.0,138600.0,547382.0,25.0,520.0,15525000.0,1974.0,-73.9237218,40.818096600000004,3
752612,831,2.0,3.0,10001.0,RM,4.0,7071.0,74606.0,24.0,3027.0,13160242.0,2016.0,-73.9893823,40.7469943,3
752623,2665,7.0,17.0,10455.0,D3,3.0,164671.0,409000.0,21.0,429.0,8029800.0,1964.0,-73.9045904,40.8165591,3
752800,269,15.0,33.0,11201.0,RM,4.0,29000.0,337174.0,17.0,320.0,21760272.0,1926.0,-73.99001870000001,40.690809200000004,1
752899,211,2.0,1.0,10013.0,H1,5.0,10622.0,160545.0,21.0,1.0,35570700.0,2007.0,-74.0043868,40.720658799999995,0
753928,1330,2.0,4.0,10022.0,RM,4.0,22543.0,469540.0,57.0,270.0,95711853.0,2014.0,-73.965878,40.7590804,2
754408,1232,3.0,6.0,10024.0,D4,3.0,4973.0,68072.0,16.0,46.0,4329000.0,1924.0,-73.9781774,40.787936,3
757205,20,2.0,1.0,10006.0,O4,5.0,14490.0,316150.0,31.0,54.0,15700950.0,1925.0,-74.0135976,40.7061465,0
757213,20,2.0,1.0,10006.0,O4,5.0,17440.0,447452.0,38.0,87.0,28306350.0,1928.0,-74.0134281,40.706344200000004,2
757257,217,13.0,33.0,11201.0,D4,3.0,139721.0,593599.0,33.0,370.0,33119100.0,1967.0,-73.99186759999999,40.6987774,1
757261,232,13.0,33.0,11201.0,D4,3.0,80605.0,450503.0,31.0,306.0,22234050.0,1971.0,-73.9921707,40.6976109,1
757276,763,2.0,3.0,10018.0,HS,5.0,6583.0,131921.0,32.0,1.0,18973350.0,2010.0,-73.9927124,40.756535299999996,0
757286,763,2.0,3.0,10018.0,H2,5.0,7406.0,177000.0,39.0,1.0,23306400.0,2010.0,-73.99179570000001,40.7558354,2
757289,760,2.0,3.0,10018.0,H2,5.0,7454.0,98674.0,28.0,320.0,17171100.0,2017.0,-73.9926694,40.7538208,0
757292,785,2.0,3.0,10001.0,O6,5.0,7505.0,114368.0,16.0,44.0,6567300.0,1924.0,-73.9922761,40.752799700000004,0
757293,760,2.0,3.0,10018.0,O4,5.0,7400.0,137003.0,20.0,35.0,10157400.0,1927.0,-73.99254659999998,40.7540019,0
757298,788,2.0,3.0,10018.0,F9,6.0,5305.0,78325.0,16.0,22.0,5681250.0,1927.0,-73.9906119,40.754528799999996,0
757319,786,2.0,3.0,10018.0,O4,5.0,39780.0,754487.0,24.0,104.0,50951700.0,1926.0,-73.99188259999998,40.753573700000004,0
757409,1235,3.0,6.0,10024.0,D6,4.0,20142.0,268989.0,26.0,162.0,39113550.0,1984.0,-73.9753386,40.7891157,3
760531,1492,23.0,41.0,11233.0,D1,3.0,58845.0,128113.0,16.0,125.0,5625000.0,1966.0,-73.91713399999999,40.6858995,1
762440,2472,14.0,33.0,11222.0,D7,4.0,63410.0,259341.0,30.0,303.0,10156050.0,2020.0,-73.9608819,40.7349662,1
768500,890,2.0,2.0,10016.0,D6,4.0,8754.0,71115.0,16.0,102.0,10529100.0,1924.0,-73.9806557,40.7474104,3
768592,6933,21.0,43.0,11214.0,D4,3.0,102330.0,421800.0,17.0,325.0,17230050.0,1963.0,-73.9916181,40.5893016,1
768682,945,2.0,4.0,10016.0,D6,4.0,32364.0,796048.0,44.0,557.0,108901350.0,2016.0,-73.971413,40.747403000000006,2
768801,1216,3.0,6.0,10024.0,D3,3.0,4087.0,47369.0,16.5,49.0,3109500.0,1928.0,-73.9730284,40.7865379,3
770279,4659,11.0,12.0,10467.0,D4,3.0,53100.0,136070.0,16.0,126.0,3645900.0,1967.0,-73.8622858,40.8772018,3
771273,6979,21.0,47.0,11224.0,D6,4.0,235000.0,334000.0,24.0,339.0,10662750.0,1975.0,-74.00242270000001,40.5779906,1
771554,7273,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,23171400.0,1964.0,-73.9733717,40.5783636,1
773862,6,30.0,26.0,11101.0,D6,4.0,32493.0,719945.0,57.0,691.0,275400.0,2020.0,-73.96117530000001,40.7392892,1
775134,915,30.0,22.0,11102.0,RM,4.0,54852.0,404660.0,22.0,406.0,44960852.0,2016.0,-73.93518259999999,40.7764881,1
775780,3359,28.0,29.0,11415.0,RM,4.0,13785.0,113179.0,20.0,41.0,6376050.0,2012.0,-73.82768,40.7125701,1
777481,3086,28.0,29.0,11374.0,D6,4.0,40000.0,338214.0,23.0,76.0,4614750.0,2020.0,-73.8575792,40.7279213,1
777801,3321,27.0,29.0,11418.0,RM,4.0,19503.0,84143.0,17.0,63.0,5566959.0,2005.0,-73.83539880000001,40.706902500000005,1
779133,4949,25.0,20.0,11354.0,D6,4.0,43147.0,304804.0,16.0,134.0,2749050.0,2020.0,-73.8329314,40.764623900000004,1
780912,244,30.0,26.0,11101.0,H3,5.0,10000.0,102666.0,17.0,1.0,887850.0,2020.0,-73.931893,40.7451055,1
786506,341,1.0,1.0,10002.0,D6,4.0,37446.0,265181.0,26.0,201.0,17325000.0,1976.0,-73.98458240000001,40.7156706,3
786518,1373,2.0,5.0,10044.0,D3,3.0,52155.0,144000.0,16.0,136.0,18049500.0,103.0,-73.9516951,40.7597862,3
786532,1557,2.0,5.0,10128.0,D7,4.0,10071.0,207037.0,29.0,211.0,15777450.0,1998.0,-73.9458472,40.7822657,3
786535,1311,2.0,4.0,10022.0,O4,5.0,12185.0,313200.0,32.0,56.0,36698400.0,1977.0,-73.96809379999999,40.760198100000004,0
786555,2359,7.0,17.0,10455.0,D6,4.0,87000.0,233109.0,18.0,209.0,5887800.0,1978.0,-73.91145859999999,40.818996399999996,3
786765,6963,21.0,47.0,11224.0,D9,3.0,24901.0,139712.0,16.0,150.0,4405950.0,1965.0,-74.0008748,40.5791132,1
787151,6,30.0,26.0,11101.0,D6,4.0,19744.0,339668.0,33.0,444.0,3387150.0,2020.0,-73.9607249,40.7381034,1
788190,268,30.0,26.0,11101.0,D6,4.0,27249.0,275731.0,33.0,273.0,26671500.0,2015.0,-73.9412533,40.7464034,1
788242,422,30.0,26.0,11101.0,D3,3.0,9500.0,137771.0,27.0,142.0,13535100.0,2011.0,-73.9401208,40.7495566,1
788243,422,30.0,26.0,11101.0,D6,4.0,17500.0,475485.0,58.0,451.0,39807900.0,2015.0,-73.939713,40.749592,1
788304,1451,2.0,5.0,10075.0,D4,3.0,19754.0,217143.0,20.0,218.0,25510950.0,1963.0,-73.9543804,40.770769,3
788334,1407,2.0,4.0,10021.0,D4,3.0,20433.0,326054.0,20.0,190.0,30582900.0,1960.0,-73.9606518,40.770244299999995,3
788398,837,2.0,4.0,10001.0,H2,5.0,7406.0,122859.0,30.0,1.0,21255300.0,2008.0,-73.98658470000001,40.750394799999995,0
788401,1000,2.0,4.0,10036.0,O4,5.0,84855.0,1984228.0,45.0,109.0,398716650.0,1973.0,-73.9823995,40.7586641,2
788402,1025,2.0,3.0,10019.0,RM,4.0,25100.0,431567.0,43.0,396.0,54444313.0,2003.0,-73.9841668,40.7643323,2
788404,1007,2.0,4.0,10105.0,O9,5.0,90375.0,1931978.0,49.0,50.0,471046950.0,1968.0,-73.97925409999999,40.76306339999999,2
788406,692,2.0,3.0,10011.0,D7,4.0,20555.0,211060.0,20.0,34.0,5938650.0,2020.0,-74.0073335,40.7470989,3
788407,694,2.0,3.0,10011.0,D6,4.0,33671.0,395432.0,26.0,147.0,42307650.0,2019.0,-74.00688609999999,40.7482105,3
788413,1086,2.0,6.0,10019.0,H2,5.0,10042.0,67511.0,18.0,1.0,12633300.0,2014.0,-73.9897108,40.7702341,0
788416,1230,3.0,6.0,10024.0,D6,4.0,14375.0,165452.0,17.0,125.0,15394950.0,1924.0,-73.9777447,40.7860448,3
788430,1302,2.0,4.0,10017.0,H1,5.0,17522.0,314568.0,25.0,1.0,46963350.0,1929.0,-73.97302679999999,40.7548883,0
788431,1296,2.0,4.0,10017.0,O4,5.0,29625.0,862071.0,52.0,219.0,81214650.0,1929.0,-73.9766772,40.7512194,2
788432,1263,2.0,4.0,10036.0,O6,5.0,8384.0,105262.0,17.0,56.0,11278800.0,1926.0,-73.9808727,40.7581973,0
788434,1292,2.0,4.0,10022.0,O4,5.0,39162.0,999646.0,43.0,80.0,219767400.0,1981.0,-73.97304190000001,40.7621042,2
788436,1288,2.0,4.0,10022.0,H1,5.0,17141.0,230654.0,19.0,1.0,25833150.0,1926.0,-73.97493440000001,40.7594615,0
788438,1276,2.0,4.0,10165.0,O4,5.0,42050.0,1150564.0,55.0,363.0,118168650.0,1929.0,-73.9788424,40.752144799999996,2
788439,1274,2.0,4.0,10019.0,RM,4.0,53772.0,715226.0,19.0,447.0,160947491.0,1907.0,-73.9744452,40.764454,3
788442,1321,2.0,4.0,10017.0,O4,5.0,23864.0,407767.0,26.0,65.0,56641050.0,1964.0,-73.97147509999999,40.7539218,0
788454,1390,2.0,4.0,10021.0,D4,3.0,16021.0,222973.0,17.0,83.0,21929400.0,1958.0,-73.9635345,40.7738217,3
788458,1384,2.0,4.0,10021.0,D4,3.0,12552.0,161000.0,20.0,87.0,19143450.0,1948.0,-73.96533459999999,40.7697792,3
788463,1497,2.0,4.0,10028.0,D4,3.0,22025.0,242861.0,16.0,169.0,27076950.0,1959.0,-73.95873940000001,40.7802619,3
788530,1267,2.0,4.0,10119.0,O4,5.0,89775.0,1899211.0,43.0,78.0,430168050.0,1963.0,-73.97888309999999,40.760472299999996,2
788531,1289,2.0,4.0,10022.0,O4,5.0,43532.0,1015287.0,43.0,29.0,257123700.0,1982.0,-73.9744757,40.7602573,2
788847,458,1.0,2.0,10003.0,H2,5.0,12204.0,90411.0,16.0,4.0,18217800.0,2003.0,-73.99147459999999,40.7260218,0
788855,1451,2.0,5.0,10075.0,RM,4.0,11865.0,184553.0,31.0,88.0,25183797.0,2000.0,-73.9558167,40.771689,3
788867,1445,2.0,5.0,10021.0,D3,3.0,12552.0,105891.0,20.0,150.0,12492450.0,1975.0,-73.95716290000001,40.76682589999999,3
788870,1578,2.0,5.0,10028.0,D4,3.0,26400.0,309204.0,20.0,298.0,19373850.0,1962.0,-73.94888040000001,40.7728774,3
789084,804,2.0,3.0,10001.0,H2,5.0,6354.0,145344.0,35.0,1.0,20628000.0,2016.0,-73.9909595,40.746470200000005,2
789099,858,2.0,2.0,10016.0,H1,5.0,14355.0,214210.0,19.0,3.0,28105650.0,2010.0,-73.9841464,40.7439141,0
789104,885,2.0,2.0,10016.0,D6,4.0,16540.0,273538.0,34.0,284.0,32658750.0,1981.0,-73.9805703,40.7429639,2
789112,873,2.0,2.0,10003.0,D4,3.0,22761.0,187543.0,16.0,273.0,18215100.0,1962.0,-73.98667420000001,40.7360754,3
789116,866,2.0,4.0,10016.0,D6,4.0,12050.0,153398.0,19.0,160.0,13316850.0,1950.0,-73.98073470000001,40.7487251,3
789121,1030,2.0,4.0,10019.0,D4,3.0,32635.0,564196.0,35.0,314.0,70072650.0,1963.0,-73.97974029999999,40.7666756,3
789133,906,2.0,2.0,10010.0,D4,3.0,14260.0,190000.0,21.0,185.0,17167050.0,1964.0,-73.980243,40.7395219,3
789141,1221,3.0,6.0,10024.0,D6,4.0,30667.0,233880.0,20.0,190.0,17230500.0,1974.0,-73.972514,40.7903969,3
789142,1221,3.0,6.0,10024.0,D7,4.0,30213.0,239598.0,22.0,238.0,24997500.0,1986.0,-73.9704813,40.7894549,3
789143,896,2.0,2.0,10003.0,D6,4.0,13298.0,158505.0,17.0,221.0,15867900.0,1962.0,-73.9864834,40.733629799999996,3
789152,1408,2.0,4.0,10021.0,D4,3.0,11749.0,177975.0,19.0,119.0,15874200.0,1958.0,-73.96029770000001,40.7707575,3
789159,1471,2.0,5.0,10075.0,D4,3.0,14900.0,168681.0,18.0,161.0,16240050.0,1964.0,-73.953283,40.7706395,3
789171,1530,2.0,5.0,10028.0,D7,4.0,7793.0,69001.0,20.0,83.0,7604550.0,1986.0,-73.9531125,40.7769743,3
789174,1535,2.0,5.0,10128.0,D4,3.0,16578.0,192445.0,28.0,183.0,21109050.0,1980.0,-73.95197579999999,40.780989399999996,3
789200,2303,7.0,8.0,10454.0,D1,3.0,66400.0,165050.0,20.0,117.0,3161250.0,1960.0,-73.9224042,40.8110006,3
789511,1455,2.0,5.0,10022.0,D8,3.0,26956.0,283848.0,37.0,210.0,31135950.0,2009.0,-73.959373,40.7597425,2
789516,903,2.0,2.0,10010.0,RX,4.0,36740.0,338689.0,17.0,366.0,32009941.0,1931.0,-73.98190340000001,40.737702399999996,3
789648,1012,2.0,3.0,10018.0,O4,5.0,22713.0,268420.0,20.0,17.0,26348850.0,1923.0,-73.988919,40.7555442,0
789919,933,2.0,2.0,10016.0,D3,3.0,44650.0,218666.0,26.0,225.0,17511750.0,1970.0,-73.97698790000001,40.7399467,3
792591,846,2.0,2.0,10003.0,O6,5.0,16697.0,237139.0,16.0,81.0,46436850.0,1908.0,-73.9891855,40.73692929999999,0
792735,1030,2.0,4.0,10019.0,D6,4.0,36475.0,387428.0,28.0,321.0,44400600.0,1940.0,-73.981177,40.7673099,3
792827,311,2.0,1.0,10002.0,D4,3.0,293600.0,1025341.0,21.0,893.0,60547500.0,1960.0,-73.98807790000001,40.7154021,3
792840,721,2.0,3.0,10011.0,RM,4.0,49375.0,668258.0,19.0,731.0,83969102.0,1932.0,-74.0035621,40.7478923,3
792855,1210,3.0,6.0,10024.0,RX,4.0,12031.0,172965.0,33.0,151.0,33116579.0,1986.0,-73.97565159999999,40.7823226,2
792861,1447,2.0,5.0,10021.0,D4,3.0,8582.0,102593.0,35.0,139.0,11106000.0,1975.0,-73.9564616,40.7682995,3
792863,1500,2.0,4.0,10128.0,D4,3.0,13965.0,165364.0,16.0,66.0,21667050.0,1930.0,-73.95738409999998,40.7822075,3
792893,1984,5.0,7.0,10027.0,D3,3.0,534775.0,1291359.0,20.0,1272.0,46501650.0,1959.0,-73.9554074,40.816804,3
792948,2861,10.0,14.0,10453.0,D7,4.0,15635.0,127140.0,16.0,176.0,951750.0,2020.0,-73.91216750000001,40.8485218,3
793069,1220,3.0,6.0,10024.0,D6,4.0,21620.0,237045.0,18.0,271.0,25391700.0,1997.0,-73.97300899999999,40.789817799999994,3
793102,1453,2.0,5.0,10075.0,D4,3.0,12170.0,139000.0,17.0,130.0,13611150.0,1963.0,-73.9550903,40.77274,3
793112,1434,23.0,41.0,11233.0,D6,4.0,339094.0,785336.0,23.0,1117.0,15281550.0,1968.0,-73.9123917,40.67559489999999,1
793195,3709,23.0,37.0,11212.0,D1,3.0,156000.0,418000.0,24.0,414.0,11252700.0,1967.0,-73.90606,40.6711955,1
793944,1604,4.0,8.0,10029.0,I9,8.0,80732.0,914600.0,17.0,2.0,146881800.0,1992.0,-73.952216,40.788515600000004,0
794185,1326,2.0,4.0,10022.0,RM,4.0,10042.0,207858.0,32.0,137.0,28844559.0,2006.0,-73.96760090000001,40.75669570000001,2
794187,1327,2.0,4.0,10022.0,O4,5.0,26108.0,554180.0,34.0,1.0,108639450.0,1986.0,-73.9687771,40.757884499999996,2
794206,54,13.0,33.0,11201.0,D6,4.0,134988.0,1133768.0,21.0,733.0,62828100.0,2018.0,-73.9857252,40.701935999999996,1
794277,6,30.0,26.0,11101.0,D6,4.0,33613.0,410239.0,46.0,396.0,10211850.0,2019.0,-73.96016359999999,40.7413859,1
794323,896,2.0,2.0,10003.0,D7,4.0,1700.0,19987.0,16.0,16.0,475200.0,2013.0,-73.9866278,40.733492600000005,3
794340,1345,2.0,4.0,10022.0,RM,4.0,15383.0,187676.0,28.0,86.0,26347972.0,2006.0,-73.96694409999999,40.756393599999996,3
794343,1615,4.0,9.0,10029.0,RM,4.0,24825.0,239456.0,19.0,135.0,31100449.0,2008.0,-73.94903570000001,40.79629,3
794349,1348,2.0,5.0,10022.0,D6,4.0,70559.0,580480.0,32.0,448.0,73449900.0,1975.0,-73.965301,40.758018,2
794350,1868,3.0,6.0,10025.0,RM,4.0,37843.0,395377.0,35.0,507.0,43946642.0,1983.0,-73.97206059999999,40.795230200000006,2
794470,565,2.0,2.0,10003.0,O4,5.0,17877.0,218953.0,21.0,180.0,48801600.0,1900.0,-73.9911524,40.7344372,0
794485,759,2.0,3.0,10018.0,O4,5.0,11275.0,266912.0,25.0,59.0,19561050.0,1930.0,-73.99323249999999,40.753184000000005,0
794486,759,2.0,3.0,10018.0,O4,5.0,13400.0,330291.0,25.0,35.0,21147750.0,1927.0,-73.99302309999999,40.753411799999995,0
794489,807,2.0,3.0,10001.0,O4,5.0,57675.0,1103075.0,26.0,78.0,122249250.0,1926.0,-73.99117209999999,40.7491464,0
794491,783,2.0,3.0,10001.0,O4,5.0,127966.0,2689635.0,57.0,451.0,310134600.0,1972.0,-73.9923737,40.7512626,2
794493,700,2.0,3.0,10001.0,D8,3.0,123437.0,715058.0,31.0,712.0,81313650.0,2013.0,-74.0036093,40.7518475,3
794496,784,2.0,3.0,10122.0,O4,5.0,22614.0,461386.0,22.0,139.0,58711950.0,1924.0,-73.9917095,40.7518637,0
794498,833,2.0,4.0,10001.0,O6,5.0,9022.0,132844.0,16.0,114.0,10146150.0,1915.0,-73.98756329999999,40.74760620000001,0
794509,841,2.0,4.0,10018.0,RM,4.0,12178.0,184712.0,33.0,59.0,41775884.0,2015.0,-73.9830688,40.7524199,2
794510,834,2.0,4.0,10001.0,O6,5.0,4246.0,61745.0,17.0,59.0,5712300.0,1911.0,-73.9873142,40.748155100000005,0
794512,869,2.0,4.0,10016.0,H3,5.0,2469.0,39964.0,27.0,96.0,5056200.0,2017.0,-73.9800627,40.750887899999995,0
794513,888,2.0,2.0,10016.0,R5,5.0,45425.0,1149291.0,18.0,62.0,122317200.0,1926.0,-73.9814934,40.745870700000005,0
794518,844,2.0,2.0,10003.0,O6,5.0,9325.0,74521.0,16.0,201.0,15623550.0,1920.0,-73.99091390000001,40.737182000000004,0
794519,895,2.0,4.0,10016.0,O4,5.0,25675.0,530900.0,26.0,77.0,66463650.0,1953.0,-73.9784207,40.7503304,0
794520,895,2.0,4.0,10016.0,O4,5.0,24673.0,493860.0,42.0,56.0,64347300.0,1970.0,-73.97595240000001,40.7493583,2
794522,907,2.0,2.0,10016.0,D6,4.0,24687.0,348386.0,26.0,327.0,51786000.0,1977.0,-73.9796401,40.7402464,3
794523,908,2.0,2.0,10016.0,D3,3.0,14813.0,89282.0,19.0,111.0,8125200.0,1965.0,-73.979326,40.740759600000004,3
794526,934,2.0,2.0,10016.0,D6,4.0,141836.0,829024.0,28.0,902.0,96582600.0,1975.0,-73.9782398,40.7405865,3
794527,993,2.0,4.0,10018.0,O4,5.0,30200.0,747576.0,25.0,44.0,88683750.0,1924.0,-73.98623020000001,40.754380100000006,0
794529,1010,2.0,4.0,10019.0,RM,4.0,23808.0,702619.0,77.0,135.0,164799460.0,2009.0,-73.97900059999999,40.765500700000004,2
794540,1028,2.0,3.0,10019.0,RM,4.0,34221.0,729506.0,45.0,483.0,81318150.0,1987.0,-73.9825528,40.7659734,2
794543,1120,3.0,6.0,10023.0,RM,4.0,15063.0,218996.0,31.0,173.0,29122655.0,1983.0,-73.9805937,40.77424570000001,3
794546,1105,2.0,6.0,10019.0,RM,4.0,110457.0,632629.0,43.0,712.0,163483650.0,2013.0,-73.9929671,40.7714311,2
794559,1168,3.0,6.0,10024.0,RM,4.0,28862.0,280723.0,18.0,127.0,46966504.0,2007.0,-73.9799416,40.7816784,3
794561,1228,3.0,6.0,10024.0,RM,4.0,22600.0,143389.0,22.0,128.0,18478803.0,1987.0,-73.9785721,40.784721999999995,3
794573,1241,3.0,6.0,10025.0,D6,4.0,32720.0,213660.0,22.0,222.0,15512850.0,1969.0,-73.9721123,40.792578799999994,3
794575,1317,2.0,4.0,10017.0,O4,5.0,10041.0,177000.0,24.0,1.0,23402250.0,1928.0,-73.9730065,40.7514436,0
794581,1387,2.0,4.0,10021.0,D4,3.0,15111.0,188158.0,17.0,35.0,23152500.0,1937.0,-73.9656077,40.7721727,3
794586,1328,2.0,4.0,10022.0,O4,5.0,82341.0,1321050.0,32.0,10.0,113108400.0,1967.0,-73.96790340000001,40.758298700000005,0
794587,1258,2.0,4.0,10036.0,O4,5.0,67875.0,1517497.0,47.0,62.0,301503600.0,1971.0,-73.982848,40.754824299999996,2
794589,1384,2.0,4.0,10021.0,D4,3.0,29283.0,322346.0,20.0,170.0,38218950.0,1948.0,-73.9678324,40.7706143,3
794590,1374,2.0,4.0,10022.0,O4,5.0,35447.0,449876.0,27.0,33.0,168595200.0,1957.0,-73.97166209999999,40.7640362,0
794593,1376,2.0,4.0,10065.0,H1,5.0,24903.0,268467.0,20.0,6.0,52939800.0,1962.0,-73.9693587,40.7646065,0
794595,1386,2.0,4.0,10021.0,D4,3.0,5491.0,64874.0,16.0,24.0,7037550.0,1926.0,-73.9652146,40.7713766,3
794599,1393,2.0,4.0,10075.0,D4,3.0,15050.0,225337.0,20.0,97.0,25003350.0,1958.0,-73.96193740000001,40.775929100000006,3
794605,1399,2.0,4.0,10065.0,D4,3.0,14526.0,181000.0,20.0,112.0,19484550.0,1954.0,-73.9667587,40.7662883,3
794608,1409,2.0,4.0,10021.0,D4,3.0,10216.0,148485.0,21.0,83.0,14778900.0,1961.0,-73.96235820000001,40.7724544,3
794611,1444,2.0,5.0,10021.0,RM,4.0,16912.0,223754.0,19.0,202.0,20546406.0,1963.0,-73.9592603,40.7669172,3
794616,1424,2.0,4.0,10021.0,RM,4.0,19564.0,227773.0,16.0,209.0,22483799.0,1957.0,-73.95992070000001,40.767329100000005,3
794617,1435,2.0,5.0,10022.0,RM,4.0,10042.0,140493.0,39.0,158.0,17005959.0,1986.0,-73.9631839,40.7613467,2
794625,1517,2.0,4.0,10128.0,D4,3.0,15989.0,199625.0,18.0,68.0,22122900.0,1930.0,-73.95547059999998,40.781720899999996,3
794626,1498,2.0,4.0,10028.0,RM,4.0,11016.0,86236.0,16.0,51.0,14166456.0,1924.0,-73.9581577,40.780890299999996,3
794627,1501,2.0,4.0,10128.0,D4,3.0,18600.0,244935.0,18.0,76.0,34129350.0,1930.0,-73.95616700000001,40.7825117,3
794629,1507,2.0,4.0,10128.0,D4,3.0,17624.0,231050.0,17.0,56.0,23440950.0,1930.0,-73.9534057,40.7862654,3
794639,1539,2.0,5.0,10128.0,RM,4.0,42974.0,389838.0,32.0,296.0,44764256.0,1985.0,-73.9487897,40.7828517,2
794641,1532,2.0,5.0,10028.0,D4,3.0,25177.0,363389.0,30.0,261.0,37652400.0,1970.0,-73.9518333,40.7783846,3
794645,1527,2.0,5.0,10028.0,D6,4.0,15580.0,189612.0,20.0,182.0,17344800.0,1963.0,-73.95416429999999,40.775262,3
794647,1524,2.0,4.0,10128.0,R9,4.0,10071.0,104951.0,19.0,112.0,11232000.0,1985.0,-73.9520661,40.7860288,3
795291,1002,2.0,4.0,10020.0,RC,5.0,98206.0,1793091.0,54.0,56.0,426956861.0,1970.0,-73.9816122,40.7599705,2
795303,1019,2.0,3.0,10036.0,RC,5.0,50657.0,1028336.0,42.0,42.0,267936297.0,1987.0,-73.9855071,40.7599766,2
795304,1018,2.0,3.0,10036.0,RM,4.0,14552.0,267396.0,43.0,221.0,46178108.0,2006.0,-73.98744190000001,40.759847799999996,2
