,borough,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
87209,QN,2133,28.0,29.0,11375.0,D4,3.0,39053.0,272000.0,28.0,244.0,10835550.0,1964.0,-73.8497698,40.7286881,2
92726,QN,5137,25.0,20.0,11355.0,D7,4.0,73970.0,342705.0,26.0,322.0,10603350.0,1965.0,-73.8245437,40.7529518,2
104634,QN,8489,26.0,23.0,11005.0,D4,3.0,4228300.0,3750565.0,34.0,1866.0,155994300.0,1972.0,-73.71421529999999,40.7567794,2
125149,BX,2880,9.0,16.0,10453.0,D7,4.0,102000.0,416144.0,25.0,768.0,11925900.0,1972.0,-73.92365490000002,40.8481375,3
125449,MN,1114,3.0,3.0,10023.0,RM,4.0,17800.0,138506.0,27.0,122.0,31625107.0,1987.0,-73.9826382,40.7705132,0
125470,MN,1171,3.0,6.0,10069.0,RM,4.0,29770.0,322451.0,31.0,343.0,46685711.0,2004.0,-73.98692890000001,40.7803043,0
125509,QN,5137,25.0,20.0,11355.0,D7,4.0,77351.0,317277.0,24.0,325.0,10535400.0,1965.0,-73.82355290000001,40.7536255,2
126492,BK,5026,17.0,40.0,11225.0,D6,4.0,52265.0,224082.0,23.0,257.0,18072000.0,2014.0,-73.9610607,40.657561,1
126949,MN,1312,2.0,4.0,10022.0,O4,5.0,26731.0,397354.0,32.0,41.0,83303100.0,1987.0,-73.96936740000001,40.7613869,0
126950,MN,1375,2.0,4.0,10065.0,H7,3.0,27113.0,515755.0,41.0,4.0,56063250.0,1930.0,-73.9716797,40.7650874,0
127224,MN,1565,2.0,5.0,10028.0,D4,3.0,19325.0,384646.0,37.0,317.0,38443050.0,1973.0,-73.9478852,40.775879700000004,0
127235,MN,1394,2.0,4.0,10022.0,D4,3.0,24100.0,325173.0,33.0,236.0,38385900.0,1963.0,-73.9686484,40.762811299999996,0
127308,MN,1272,2.0,4.0,10019.0,O4,5.0,40166.0,712000.0,36.0,43.0,173005200.0,1972.0,-73.9763588,40.7635487,0
127309,MN,1272,2.0,4.0,10019.0,RC,5.0,26360.0,346858.0,25.0,59.0,146815201.0,1921.0,-73.9747238,40.7628622,0
127311,MN,1273,2.0,4.0,10019.0,O4,5.0,62058.0,1698259.0,49.0,31.0,530128800.0,1971.0,-73.9749905,40.763886,0
127313,MN,1274,2.0,4.0,10019.0,H1,5.0,20275.0,442000.0,43.0,4.0,54757350.0,1972.0,-73.9753801,40.7648111,0
127316,MN,1293,2.0,4.0,10151.0,O4,5.0,21942.0,459340.0,34.0,55.0,112709700.0,1930.0,-73.97318220000001,40.76324879999999,0
127635,MN,412,1.0,1.0,10002.0,D8,3.0,26135.0,209499.0,23.0,245.0,26364600.0,2006.0,-73.9869728,40.7218906,0
127785,MN,1531,2.0,5.0,10028.0,D7,4.0,10216.0,81100.0,26.0,111.0,9350550.0,1986.0,-73.9530288,40.777935,0
127788,MN,1533,2.0,5.0,10128.0,D6,4.0,35722.0,510306.0,30.0,418.0,72144450.0,1975.0,-73.95283979999999,40.7796147,0
127792,MN,1547,2.0,5.0,10028.0,D4,3.0,11850.0,218170.0,40.0,202.0,21384450.0,1987.0,-73.952051,40.7768641,0
128222,MN,1505,2.0,4.0,10128.0,RM,4.0,22102.0,302439.0,32.0,212.0,37218631.0,1984.0,-73.95496259999999,40.7855222,0
128247,MN,1582,2.0,5.0,10028.0,D4,3.0,9996.0,123333.0,21.0,94.0,10109250.0,1958.0,-73.9467482,40.7754565,0
128294,MN,1612,4.0,9.0,10029.0,D7,4.0,72492.0,532700.0,24.0,452.0,10946250.0,1974.0,-73.949969,40.7943005,0
128308,MN,1566,2.0,5.0,10028.0,RM,4.0,9490.0,149171.0,39.0,143.0,23308212.0,1986.0,-73.94717709999999,40.7763542,0
129222,MN,1964,5.0,7.0,10027.0,D7,4.0,339250.0,705584.0,21.0,814.0,30956400.0,1955.0,-73.9560647,40.811723799999996,0
129658,MN,1293,2.0,4.0,10022.0,O4,5.0,12900.0,322756.0,42.0,12.0,74074500.0,1929.0,-73.9718289,40.762348200000005,0
129665,MN,1293,2.0,4.0,10022.0,O4,5.0,13500.0,254185.0,22.0,2.0,51158700.0,1954.0,-73.9710132,40.762026899999995,0
130443,QN,5893,25.0,19.0,11360.0,R4,3.0,123373.0,960850.0,21.0,1037.0,46791478.0,1983.0,-73.7810506,40.778409,2
131635,MN,75,2.0,1.0,10038.0,D8,3.0,33294.0,541000.0,31.0,579.0,58627800.0,1973.0,-74.0047358,40.7074098,0
131636,MN,75,2.0,1.0,10038.0,O4,5.0,31876.0,296076.0,26.0,98.0,14706000.0,1929.0,-74.0055546,40.707763899999996,0
131637,MN,70,2.0,1.0,10038.0,D6,4.0,23555.0,487950.0,29.0,573.0,60690150.0,1971.0,-74.0055437,40.706995299999996,0
131652,MN,70,2.0,1.0,10038.0,O4,5.0,24092.0,481858.0,24.0,7.0,29077200.0,1972.0,-74.0058791,40.7068032,0
131653,MN,69,2.0,1.0,10038.0,D7,4.0,11550.0,338463.0,35.0,418.0,39686400.0,1931.0,-74.0058936,40.7074674,0
131682,MN,69,2.0,1.0,10038.0,H2,5.0,9914.0,114226.0,28.0,2.0,14818500.0,2012.0,-74.0065068,40.7073905,0
131688,MN,69,2.0,1.0,10038.0,H2,5.0,6281.0,148868.0,39.0,2.0,28955700.0,2015.0,-74.0063156,40.70721760000001,0
133267,MN,1558,2.0,5.0,10128.0,R4,3.0,5036.0,53585.0,21.0,104.0,7215392.0,2017.0,-73.9467126,40.7837758,0
133422,MN,89,2.0,1.0,10038.0,H2,5.0,6067.0,119889.0,30.0,2.0,20632050.0,2016.0,-74.0079643,40.7106348,0
133423,MN,89,2.0,1.0,10038.0,O4,5.0,33340.0,756138.0,31.0,68.0,87223500.0,1961.0,-74.00839,40.710870799999995,0
133434,MN,90,2.0,1.0,10038.0,D6,4.0,4861.0,83552.0,23.0,34.0,8484750.0,2016.0,-74.0070374,40.7114637,0
133783,QN,15810,27.0,31.0,11691.0,D3,3.0,124958.0,189500.0,22.0,274.0,7916400.0,1975.0,-73.75397199999999,40.5932436,2
133921,QN,15610,27.0,31.0,11691.0,D1,3.0,201813.0,744719.0,25.0,917.0,17028000.0,1974.0,-73.7419232,40.595325200000005,2
134427,MN,16,2.0,1.0,10280.0,RM,4.0,35352.0,407751.0,33.0,249.0,57322824.0,2006.0,-74.01696290000001,40.706975,0
134440,MN,16,2.0,1.0,10280.0,RM,4.0,24167.0,251929.0,28.0,303.0,40938298.0,1988.0,-74.01659520000001,40.707622799999996,0
134441,MN,16,2.0,1.0,10282.0,RM,4.0,32218.0,377325.0,32.0,282.0,73411851.0,2008.0,-74.01475390000002,40.7159726,0
134442,MN,16,2.0,1.0,10282.0,RM,4.0,17353.0,233010.0,22.0,193.0,39080898.0,2008.0,-74.01435,40.7166122,0
134470,MN,16,2.0,1.0,10282.0,W1,8.0,28206.0,105177.0,25.0,1.0,17563500.0,1997.0,-74.0136828,40.717147499999996,0
134745,BK,7274,21.0,48.0,11235.0,D3,3.0,147864.0,470000.0,23.0,441.0,18902250.0,1964.0,-73.9691243,40.577360600000006,1
134760,BK,7274,21.0,48.0,11224.0,D4,3.0,189272.0,491050.0,23.0,528.0,14647500.0,1964.0,-73.97185999999999,40.577720899999996,1
134770,BK,7274,21.0,48.0,11224.0,D4,3.0,189008.0,623800.0,23.0,572.0,18958050.0,1964.0,-73.9710675,40.5789174,1
134789,BK,7274,21.0,48.0,11235.0,D7,4.0,143800.0,470000.0,23.0,444.0,17399250.0,1964.0,-73.9687921,40.579507,1
135790,MN,16,2.0,1.0,10280.0,RM,4.0,23910.0,203837.0,26.0,246.0,36971553.0,1987.0,-74.01805999999999,40.7090773,0
135824,MN,72,2.0,1.0,10038.0,H2,5.0,6700.0,139891.0,33.0,1.0,14813550.0,2016.0,-74.0050711,40.705746500000004,0
142675,MN,1295,2.0,4.0,10017.0,O4,5.0,12341.0,210777.0,22.0,40.0,28059750.0,1958.0,-73.9754,40.7500114,0
143266,MN,1274,2.0,4.0,10019.0,RM,4.0,12050.0,324293.0,33.0,14.0,94093869.0,1931.0,-73.9760405,40.7652476,0
143281,MN,1516,2.0,5.0,10128.0,RM,4.0,5081.0,101335.0,34.0,98.0,22414506.0,2017.0,-73.9535472,40.7800294,0
143357,MN,1531,2.0,5.0,10028.0,D8,3.0,16347.0,267891.0,22.0,248.0,44832150.0,1998.0,-73.95264959999999,40.777943,0
143775,MN,1436,2.0,5.0,10065.0,RM,4.0,6750.0,100343.0,31.0,111.0,15809859.0,1986.0,-73.96279,40.7622029,0
144100,MN,16,2.0,1.0,10282.0,D8,3.0,16653.0,356786.0,27.0,294.0,50614650.0,2002.0,-74.0161357,40.716573600000004,0
144101,MN,16,2.0,1.0,10282.0,D8,3.0,14451.0,283905.0,24.0,256.0,39116700.0,2004.0,-74.015461,40.7162855,0
144148,MN,43,2.0,1.0,10005.0,O4,5.0,14213.0,289049.0,24.0,45.0,20293650.0,1927.0,-74.0093849,40.7067837,0
146148,MN,1354,2.0,4.0,10017.0,Z5,8.0,659375.0,2400000.0,39.0,0.0,295458750.0,1952.0,-73.9674669,40.750349799999995,0
146522,MN,461,1.0,2.0,10003.0,H2,5.0,11662.0,91948.0,21.0,149.0,15082650.0,2006.0,-73.99077079999999,40.7278169,0
146941,QN,2237,28.0,29.0,11375.0,D4,3.0,66330.0,524895.0,31.0,410.0,17986500.0,1965.0,-73.83956500000001,40.7202507,2
149575,MN,1584,2.0,5.0,10128.0,D3,3.0,16363.0,202322.0,21.0,180.0,18408600.0,1963.0,-73.9461261,40.776696799999996,0
149797,MN,90,2.0,1.0,10038.0,D7,4.0,9317.0,182499.0,30.0,171.0,18832950.0,2012.0,-74.0073692,40.710876299999995,0
149895,MN,1294,2.0,4.0,10022.0,O4,5.0,84350.0,1824820.0,50.0,1.0,769333500.0,1968.0,-73.9724348,40.76360820000001,0
150640,MN,16,2.0,1.0,10280.0,RM,4.0,34776.0,251430.0,23.0,289.0,36432740.0,1985.0,-74.0159464,40.709500299999995,0
150651,MN,16,2.0,1.0,10282.0,RD,3.0,14500.0,289251.0,27.0,167.0,40987358.0,2000.0,-74.0158328,40.7172708,0
150653,MN,16,2.0,1.0,10282.0,RM,4.0,30713.0,507070.0,31.0,253.0,65947513.0,2006.0,-74.0162726,40.716104200000004,0
150654,MN,16,2.0,1.0,10282.0,RM,4.0,18270.0,301838.0,24.0,552.0,54570601.0,2004.0,-74.0150103,40.716952500000005,0
150869,BK,2340,14.0,33.0,11249.0,D8,3.0,71348.0,522608.0,41.0,511.0,63582750.0,2016.0,-73.9646572,40.719525399999995,1
151110,MN,729,2.0,3.0,10001.0,H1,5.0,11540.0,202527.0,22.0,3.0,23490450.0,2018.0,-73.99859959999999,40.752983799999996,0
151155,MN,16,2.0,1.0,10282.0,O4,5.0,97076.0,2157862.0,45.0,6.0,278424000.0,2009.0,-74.0144434,40.714723799999994,0
151166,MN,20,2.0,1.0,10006.0,O4,5.0,15529.0,368315.0,31.0,71.0,26330850.0,1983.0,-74.0132658,40.7065418,0
151258,MN,1138,3.0,6.0,10023.0,D4,3.0,31450.0,386850.0,21.0,385.0,49845600.0,1962.0,-73.98375990000001,40.7748583,0
151270,MN,1293,2.0,4.0,10022.0,O4,5.0,6221.0,99381.0,24.0,5.0,17801550.0,1998.0,-73.97256879999999,40.7626805,0
151281,MN,1374,2.0,4.0,10022.0,O4,5.0,9038.0,164615.0,22.0,34.0,40214700.0,1971.0,-73.97083549999999,40.7639125,0
151463,MN,16,2.0,1.0,10280.0,RM,4.0,16951.0,178580.0,25.0,238.0,28438226.0,1985.0,-74.0178906,40.7098514,0
152243,MN,1369,2.0,5.0,10022.0,R4,3.0,6444.0,63426.0,27.0,75.0,8803383.0,1986.0,-73.9616623,40.7584093,0
152456,BK,2128,14.0,33.0,11249.0,D7,4.0,44704.0,245306.0,22.0,253.0,23448150.0,2016.0,-73.96905190000001,40.710287799999996,1
152875,MN,1349,2.0,5.0,10022.0,RM,4.0,6463.0,82697.0,24.0,46.0,9243450.0,1981.0,-73.9633589,40.758201299999996,0
153415,MN,1083,2.0,6.0,10019.0,D6,4.0,52720.0,472000.0,38.0,403.0,6175800.0,1974.0,-73.9919854,40.768469399999994,0
153442,MN,1084,2.0,6.0,10019.0,D8,3.0,40166.0,390953.0,24.0,375.0,45694350.0,2002.0,-73.9897508,40.7683238,0
153574,MN,2106,5.0,9.0,10039.0,D7,4.0,746956.0,2531670.0,30.0,1615.0,67095000.0,2004.0,-73.93782519999999,40.8309888,0
153703,MN,1438,2.0,5.0,10065.0,R4,3.0,35147.0,403993.0,34.0,300.0,50873347.0,1965.0,-73.9603495,40.7626303,0
153710,MN,816,2.0,3.0,10011.0,RM,4.0,8741.0,123964.0,22.0,138.0,18916289.0,1989.0,-73.99459449999999,40.737083399999996,0
153721,MN,817,2.0,3.0,10011.0,RM,4.0,5896.0,60752.0,21.0,51.0,9963000.0,1986.0,-73.9930429,40.737289200000006,0
153741,MN,1314,2.0,4.0,10016.0,RA,8.0,19701.0,279254.0,25.0,24.0,92979903.0,2001.0,-73.9740829,40.7493249,0
153756,MN,1320,2.0,4.0,10017.0,R4,3.0,20357.0,256015.0,43.0,230.0,40387575.0,1982.0,-73.9704325,40.7528565,0
153863,MN,1341,2.0,4.0,10017.0,R4,3.0,25179.0,357793.0,49.0,238.0,56457009.0,1984.0,-73.96764240000002,40.7531001,0
154244,MN,826,2.0,3.0,10010.0,RM,4.0,22471.0,282140.0,24.0,123.0,63632221.0,1915.0,-73.9895815,40.7427153,0
154245,MN,993,2.0,4.0,10018.0,O4,5.0,13800.0,304345.0,22.0,79.0,31198950.0,1915.0,-73.98572850000001,40.7542263,0
156691,MN,62,2.0,1.0,10006.0,RB,5.0,95348.0,1690747.0,54.0,17.0,209690553.0,1973.0,-74.0108426,40.7097535,0
156705,MN,1322,2.0,4.0,10017.0,RM,4.0,8960.0,97459.0,24.0,79.0,16974020.0,2006.0,-73.9694249,40.7541985,0
156709,MN,833,2.0,4.0,10001.0,RR,4.0,14813.0,242364.0,41.0,284.0,28757250.0,2004.0,-73.9866756,40.7470874,0
156716,MN,1322,2.0,4.0,10017.0,RM,4.0,12830.0,154071.0,21.0,179.0,19179008.0,1959.0,-73.9696343,40.7539652,0
156717,MN,838,2.0,4.0,10018.0,RH,5.0,10813.0,163694.0,40.0,314.0,28171548.0,2015.0,-73.9859421,40.751133,0
156725,MN,1483,2.0,5.0,10021.0,R4,3.0,25542.0,154610.0,39.0,146.0,27929260.0,1989.0,-73.9524777,40.7658551,0
156728,MN,859,2.0,2.0,10016.0,R4,3.0,8451.0,142131.0,34.0,142.0,25106851.0,2008.0,-73.9841066,40.744383500000005,0
156742,MN,1308,2.0,4.0,10022.0,RB,5.0,81325.0,1526121.0,39.0,2.0,379534050.0,1969.0,-73.97152709999999,40.759005,0
156759,MN,1303,2.0,4.0,10017.0,RM,4.0,13012.0,165538.0,32.0,213.0,26127009.0,1985.0,-73.9724419,40.755137899999994,0
156767,BK,140,13.0,33.0,11201.0,RB,5.0,43749.0,977656.0,32.0,2.0,89554950.0,2002.0,-73.9876958,40.694602200000006,1
156851,MN,702,2.0,3.0,10001.0,RC,5.0,198898.0,3221237.0,68.0,8.0,931377002.0,2015.0,-74.00089870000001,40.753530100000006,0
156862,MN,1316,2.0,4.0,10017.0,RI,5.0,27615.0,403099.0,21.0,32.0,50844118.0,1929.0,-73.9735373,40.7508097,0
156893,MN,1463,2.0,5.0,10065.0,RA,8.0,26168.0,731550.0,22.0,2.0,123912001.0,2003.0,-73.95657920000001,40.76506079999999,0
157237,BK,2570,14.0,33.0,11222.0,D7,4.0,52138.0,366608.0,40.0,411.0,5262300.0,2020.0,-73.96072070000001,40.7268334,1
157310,MN,1008,2.0,4.0,10019.0,RM,4.0,24237.0,698686.0,70.0,340.0,109677602.0,1987.0,-73.9797447,40.764241,0
157354,MN,1051,2.0,3.0,10036.0,RM,4.0,54647.0,1003752.0,59.0,881.0,175776882.0,2008.0,-73.9949718,40.7590386,0
157415,BK,2107,15.0,35.0,11217.0,RM,4.0,24697.0,450160.0,51.0,588.0,44975250.0,2015.0,-73.97887370000001,40.6877719,1
157459,BK,167,15.0,33.0,11217.0,RM,4.0,5371.0,60576.0,21.0,75.0,8487179.0,2015.0,-73.9814988,40.6874842,1
157498,MN,1158,3.0,6.0,10023.0,RM,4.0,84650.0,498079.0,29.0,458.0,41244299.0,1965.0,-73.9854166,40.7772849,0
157521,BK,2340,14.0,33.0,11249.0,R4,3.0,23887.0,182864.0,30.0,181.0,24707304.0,2007.0,-73.96396109999999,40.719344,1
157738,MN,597,2.0,3.0,10013.0,D6,4.0,13683.0,278051.0,27.0,171.0,0.0,2018.0,-74.0085522,40.7271225,0
157771,MN,1029,2.0,4.0,10019.0,D8,3.0,10040.0,316287.0,88.0,235.0,0.0,2013.0,-73.98096579999999,40.7662265,0
157870,MN,814,2.0,3.0,10018.0,O4,5.0,19750.0,411074.0,22.0,102.0,56182500.0,1925.0,-73.98819379999999,40.753502000000005,0
157890,MN,814,2.0,3.0,10018.0,O4,5.0,45170.0,911896.0,43.0,229.0,105952050.0,1950.0,-73.9877679,40.7535322,0
157934,MN,807,2.0,3.0,10001.0,O4,5.0,9875.0,214349.0,25.0,280.0,24426900.0,1926.0,-73.989346,40.748213,0
158136,MN,991,2.0,4.0,10010.0,D6,4.0,230066.0,1797891.0,40.0,1122.0,108782100.0,1973.0,-73.97326120000001,40.7374235,0
158668,BK,2085,13.0,35.0,11201.0,D3,3.0,26005.0,406217.0,34.0,476.0,21935700.0,2019.0,-73.97995429999999,40.6914776,1
159214,MN,1538,2.0,5.0,10128.0,RM,4.0,32025.0,376934.0,38.0,234.0,49409486.0,2014.0,-73.95031,40.7826657,0
159484,MN,1569,2.0,5.0,10128.0,RM,4.0,9682.0,103375.0,23.0,130.0,14455328.0,1999.0,-73.94734100000001,40.779112700000006,0
159490,MN,1082,2.0,3.0,10019.0,RM,4.0,94463.0,1082317.0,32.0,914.0,149303930.0,2009.0,-73.9921372,40.767692700000005,0
159586,MN,1226,3.0,6.0,10025.0,RM,4.0,30212.0,262783.0,28.0,229.0,25015276.0,1971.0,-73.9702411,40.7935253,0
160197,MN,1340,2.0,4.0,10017.0,RM,4.0,37050.0,713461.0,70.0,394.0,113738883.0,2000.0,-73.96781949999999,40.7525622,0
160451,MN,746,2.0,3.0,10011.0,RM,4.0,11300.0,163241.0,21.0,222.0,18544050.0,1931.0,-73.9989823,40.7451833,0
160482,MN,1329,2.0,4.0,10022.0,RM,4.0,5020.0,131902.0,46.0,41.0,15619507.0,2001.0,-73.96696829999999,40.758561900000004,0
160504,MN,1580,2.0,5.0,10028.0,RM,4.0,6502.0,104462.0,21.0,43.0,15671701.0,1999.0,-73.9461359,40.773573299999995,0
160559,BK,2472,14.0,33.0,11222.0,D7,4.0,122929.0,259342.0,30.0,303.0,11897100.0,2020.0,-73.9615278,40.7350926,1
160763,MN,1115,3.0,3.0,10023.0,RM,4.0,16535.0,312870.0,27.0,281.0,42684313.0,1981.0,-73.9828366,40.7711143,0
160882,MN,729,2.0,3.0,10001.0,O4,5.0,65034.0,22051813.0,69.0,3.0,558725400.0,2015.0,-73.9977045,40.7526764,0
160901,MN,1290,2.0,4.0,10022.0,RM,4.0,8636.0,112387.0,41.0,78.0,22153954.0,2003.0,-73.97278990000001,40.7605232,0
161252,MN,30,2.0,1.0,10004.0,O4,5.0,34699.0,782883.0,26.0,14.0,0.0,1983.0,-74.0096552,40.7040571,0
161258,MN,1071,2.0,3.0,10036.0,RM,4.0,20053.0,243309.0,41.0,313.0,38988027.0,1988.0,-73.9955167,40.7601723,0
161336,QN,437,30.0,26.0,11101.0,D6,4.0,38000.0,987054.0,67.0,803.0,0.0,2018.0,-73.9444556,40.7479627,2
161337,MN,1029,2.0,4.0,10019.0,D8,3.0,2025.0,63000.0,88.0,233.0,0.0,2013.0,-73.9810122,40.7665674,0
161354,MN,1029,2.0,4.0,10019.0,D8,3.0,11055.0,348263.0,88.0,234.0,0.0,2013.0,-73.9808008,40.7664805,0
161355,MN,1029,2.0,4.0,10019.0,D8,3.0,2075.0,24159.0,88.0,233.0,0.0,2015.0,-73.9812105,40.7666495,0
161390,QN,9998,28.0,27.0,11435.0,D7,4.0,39750.0,491408.0,30.0,540.0,0.0,2017.0,-73.80677990000001,40.7005387,2
161732,BK,53,13.0,33.0,11201.0,RM,4.0,31389.0,358551.0,31.0,273.0,36336032.0,2006.0,-73.9870561,40.702002,1
161759,MN,1138,3.0,6.0,10023.0,RM,4.0,27704.0,436485.0,32.0,295.0,86420157.0,1997.0,-73.98270579999999,40.7745041,0
161766,MN,161,2.0,1.0,10007.0,Z1,8.0,7811.0,486065.0,27.0,1.0,63762750.0,1992.0,-74.0003824,40.7137009,0
162232,MN,860,2.0,2.0,10016.0,D8,3.0,4468.0,88269.0,42.0,42.0,0.0,2017.0,-73.9839715,40.7454574,0
162263,MN,1317,2.0,4.0,10017.0,D6,4.0,30125.0,451001.0,42.0,431.0,0.0,1964.0,-73.97268840000001,40.7513122,0
162309,MN,1977,5.0,7.0,10027.0,D8,3.0,27383.0,304286.0,33.0,184.0,0.0,2018.0,-73.95965509999999,40.8116213,0
162540,MN,1307,2.0,4.0,10022.0,RM,4.0,10343.0,202179.0,63.0,95.0,42613362.0,2014.0,-73.9714191,40.7583079,0
162551,MN,1268,2.0,4.0,10103.0,RM,4.0,17572.0,279886.0,48.0,62.0,44061820.0,2012.0,-73.9773633,40.7608069,0
162552,MN,714,2.0,3.0,10011.0,RM,4.0,52900.0,504210.0,24.0,473.0,75059479.0,2006.0,-74.0063876,40.74348679999999,0
162563,MN,1260,2.0,4.0,10036.0,RM,4.0,6024.0,122920.0,48.0,220.0,22579200.0,2008.0,-73.98221240000001,40.7563119,0
162565,MN,1279,2.0,4.0,10017.0,RM,4.0,2711.0,28884.0,22.0,24.0,5256904.0,2007.0,-73.97907990000002,40.7546617,0
162579,MN,123,2.0,1.0,10007.0,RM,4.0,29497.0,609926.0,70.0,158.0,95029649.0,2008.0,-74.0090359,40.7127756,0
162591,MN,1020,2.0,4.0,10019.0,RM,4.0,12550.0,160008.0,25.0,139.0,42696026.0,2005.0,-73.98436269999999,40.7601877,0
162604,MN,1253,3.0,6.0,10025.0,R4,3.0,12125.0,130121.0,21.0,105.0,24028195.0,1989.0,-73.9758385,40.7948743,0
162632,MN,803,2.0,3.0,10001.0,RM,4.0,4481.0,66868.0,21.0,94.0,14030108.0,1926.0,-73.99323309999998,40.746969899999996,0
162645,MN,1527,2.0,5.0,10028.0,R4,3.0,7676.0,70723.0,24.0,60.0,10552512.0,1985.0,-73.955861,40.7756936,0
162654,MN,1009,2.0,4.0,10019.0,RM,4.0,18577.0,531657.0,78.0,241.0,85567945.0,1986.0,-73.9792897,40.7647185,0
162655,MN,1051,2.0,3.0,10036.0,RM,4.0,17892.0,219215.0,28.0,49.0,44699760.0,2014.0,-73.9931887,40.75827279999999,0
162768,BK,2106,15.0,35.0,11217.0,RM,4.0,17926.0,256303.0,44.0,463.0,28399500.0,2012.0,-73.9796128,40.687991600000004,1
162887,BK,5498,20.0,44.0,11204.0,R6,2.0,1960.0,4445.0,32.0,2.0,125160.0,2013.0,-73.98609499999999,40.6235973,1
163003,MN,1011,2.0,4.0,10019.0,RM,4.0,17924.0,349853.0,37.0,415.0,47253186.0,1930.0,-73.976896,40.76542620000001,0
163013,MN,1038,2.0,3.0,10036.0,RM,4.0,5232.0,3280.0,43.0,2.0,16042500.0,2007.0,-73.9875247,40.7610335,0
163022,MN,1089,2.0,3.0,10036.0,RR,4.0,49823.0,954682.0,59.0,1278.0,131697000.0,2005.0,-73.9992347,40.7607899,0
163023,MN,1281,2.0,4.0,10017.0,RB,5.0,19581.0,323029.0,24.0,2.0,49268700.0,1917.0,-73.9781665,40.755098,0
163027,MN,1006,2.0,4.0,10019.0,RH,5.0,91633.0,1440995.0,46.0,5.0,246072150.0,1963.0,-73.9797127,40.7624432,0
163035,MN,1314,2.0,4.0,10016.0,RM,4.0,26712.0,295086.0,41.0,364.0,42397217.0,1986.0,-73.9736751,40.7492096,0
163042,MN,1287,2.0,4.0,10022.0,RM,4.0,25602.0,804216.0,51.0,262.0,204570453.0,1973.0,-73.976086,40.7591982,0
163047,MN,1011,2.0,4.0,10019.0,RM,4.0,41437.0,497528.0,42.0,184.0,114834289.0,1930.0,-73.9785167,40.7661731,0
163071,MN,1841,3.0,7.0,10025.0,R4,3.0,42586.0,214360.0,25.0,101.0,16794891.0,2002.0,-73.9607727,40.7978783,0
163097,BK,161,15.0,33.0,11217.0,RM,4.0,13519.0,142004.0,27.0,371.0,18306764.0,2018.0,-73.9814192,40.6884174,1
163113,BK,107,13.0,33.0,11201.0,RM,4.0,38143.0,337519.0,34.0,551.0,35398800.0,2015.0,-73.98656629999999,40.6980989,1
163880,QN,3257,28.0,29.0,11375.0,RM,4.0,27425.0,143254.0,21.0,98.0,9865356.0,2005.0,-73.8429598,40.7202279,2
163932,MN,1017,2.0,3.0,10036.0,RC,5.0,74287.0,1918805.0,50.0,2.0,219255300.0,1995.0,-73.9861968,40.7586262,0
163934,MN,1303,2.0,4.0,10017.0,RC,5.0,4229.0,67316.0,24.0,2.0,10094850.0,2008.0,-73.97294720000001,40.7552945,0
163963,MN,1282,2.0,4.0,10017.0,RC,5.0,20084.0,411780.0,35.0,4.0,79116300.0,1962.0,-73.97824190000001,40.7562673,0
163977,BK,140,13.0,33.0,11201.0,RC,5.0,127632.0,1420558.0,32.0,5.0,117609299.0,1997.0,-73.9879916,40.693811700000005,1
163982,MN,1027,2.0,3.0,10019.0,RC,5.0,29400.0,614307.0,26.0,2.0,128620800.0,2002.0,-73.982488,40.765246000000005,0
163984,MN,1012,2.0,3.0,10018.0,RC,5.0,7275.0,150338.0,21.0,68.0,18267750.0,1926.0,-73.9878614,40.755343700000005,0
163989,MN,1299,2.0,4.0,10017.0,RC,5.0,7532.0,126498.0,27.0,3.0,17026202.0,2012.0,-73.9745543,40.7530799,0
163995,MN,1261,2.0,4.0,10036.0,RC,5.0,59873.0,1204839.0,44.0,46.0,287401050.0,1975.0,-73.98185129999999,40.7568196,0
163999,MN,1285,2.0,4.0,10022.0,RC,5.0,59629.0,1042944.0,36.0,2.0,142601850.0,1923.0,-73.9768156,40.757965999999996,0
164005,MN,1268,2.0,4.0,10103.0,RC,5.0,61755.0,1246882.0,40.0,3.0,367586100.0,1958.0,-73.97670649999999,40.7603703,0
164010,MN,998,2.0,4.0,10036.0,RC,5.0,38700.0,919865.0,42.0,5.0,242193143.0,1989.0,-73.98484690000001,40.7580744,0
164013,MN,1280,2.0,4.0,10170.0,RC,5.0,68302.0,1044054.0,31.0,6.0,123580799.0,1927.0,-73.975861,40.7526959,0
164016,MN,808,2.0,3.0,10001.0,RC,5.0,79000.0,1213324.0,23.0,2.0,85274100.0,1917.0,-73.99055849999999,40.7496925,0
164020,MN,1026,2.0,3.0,10019.0,RC,5.0,10481.0,342142.0,67.0,5.0,47791801.0,2012.0,-73.9827084,40.764367799999995,0
164021,MN,1268,2.0,4.0,10019.0,RC,5.0,45925.0,730175.0,29.0,2.0,159214950.0,1986.0,-73.978013,40.760925,0
164023,MN,1314,2.0,4.0,10017.0,RC,5.0,48684.0,772563.0,41.0,79.0,118553102.0,1960.0,-73.97462420000001,40.7495666,0
164024,MN,1304,2.0,4.0,10022.0,RC,5.0,81337.0,1554144.0,47.0,113.0,154540930.0,1930.0,-73.973351,40.7565023,0
